id,title,source_name,url,license,date_accessed,text_chunk,category
who_tuberculosis_02,Tuberculosis,World Health Organization,https://www.who.int/health-topics/tuberculosis,Public,2026-01-26,"WHO recommends rapid molecular diagnostic tests as initial tests for people showing signs and symptoms of TB. Other diagnostic tools can include sputum smear microscopy and chest X-rays. With TB infection, a person gets infected with TB bacteria that lie inactive in the body. This infection can develop into TB disease if their immune system weakens. People with TB infection do not show any signs or symptoms of TB. To identify TB infection, healthcare providers will screen at-risk patients to rule out active TB, and they may use a skin or blood test to check for TB infection. Treatment TB disease is curable. It is treated by standard 6 month course of 4 antibiotics. Common drugs include rifampicin and isoniazid. In some cases the TB bacteria does not respond to the standard drugs. In this case, the patient has drug-resistant TB. Treatment for drug-resistant TB is longer and",guidelines
who_hepatitis_01,Hepatitis,World Health Organization,https://www.who.int/health-topics/hepatitis,Public,2026-01-26,"WHO Health Topic: Hepatitis Overview: Hepatitis is an inflammation of the liver that is caused by a variety of infectious viruses and non-infectious agents leading to a range of health problems, including severe liver damage and cancer, some of which can be fatal. There are 5 main strains of the hepatitis virus, referred to as types A, B, C, D and E. While they can all cause liver disease, they differ in important ways including modes of transmission, severity of the illness, geographical distribution and prevention methods. In particular, types B and C lead to chronic disease in hundreds of millions of people and together are the most common cause of liver cirrhosis, liver cancer and viral hepatitis-related deaths. They are among the main infectious disease killers, causing an estimated 1.3 million deaths per year. An estimated 304 million people worldwide live with hepatitis B or C, and for most, testing and treatment remain beyond reach. WHO’s Global Health Sector Strategy on HIV, Viral Hepatitis and Sexually Transmitted Infections (2022–2030) outlines clear targets to eliminate viral hepatitis as a public health problem. The strategy aims to reduce new hepatitis infections to 520 000 cases annually and hepatitis-related deaths to 450 000 by 2030, which represents a 90% reduction in incidence and a 65% reduction in mortality compared to 2015. Without urgent and sustained action, however, viral hepatitis is projected to cause an additional 9.5 million new infections, 2.1 million liver cancer cases, and 2.8 million deaths by 2030. These outcomes are largely preventable through the scale-up of hepatitis B vaccination, improved access to prevention, testing and treatment for hepatitis B and C, and targeted public education campaigns to raise awareness and reduce transmission Symptoms Many people with hepatitis A, B, C, D or E exhibit only mild symptoms or no symptoms at all.",guidelines
who_hepatitis_02,Hepatitis,World Health Organization,https://www.who.int/health-topics/hepatitis,Public,2026-01-26,"Each form of the virus, however, can cause more severe symptoms; notable is hepatitis E infection in pregnant women. Symptoms of viral hepatitis may include fever, malaise, loss of appetite, diarrhoea, nausea, abdominal discomfort, dark-coloured urine and jaundice (a yellowing of the skin and whites of the eyes). Hepatitis B, C and D virus can also cause a chronic liver infection that can later develop into cirrhosis (a scarring of the liver) or liver cancer. These patients are at risk of premature death. Hepatitis D (HDV) is only found in people already infected with hepatitis B (HBV); however, the dual infection of HBV and HDV can cause a more serious infection and accelerated progression to cirrhosis and cancer. HBV, HCV and HDV cause hepatocellular carcinoma and are considered carcinogenic. Treatment Safe and effective vaccines are available to prevent hepatitis B virus (HBV) infection, and when given at birth, as part of the childhood vaccination series, strongly reduces the risk of transmission from mother to child. Hepatitis B vaccination also protects against hepatitis D virus (HDV) infection. Chronic HBV infection can be treated with antiviral agents. Treatment can slow the progression of cirrhosis, reduce incidence of liver cancer and improve long term survival. Only a proportion of people with chronic HBV infection will require treatment. A vaccine also exists to prevent infections of hepatitis A (HAV) and E (HEV). It is advised to avoid unnecessary medications due to the negative effect on liver function caused by these infections. Hepatitis C (HCV) can cause both acute and chronic infection. Chronic HCV infection can lead to long-term complications, including cirrhosis or cancer. There is no vaccine for HCV. Antiviral medicines can cure more than 95% of persons with HCV infection, thereby reducing the risk of death from cirrhosis and liver cancer, but access to diagnosis and treatment remains globally low.",guidelines
who_hepatitis_03,Hepatitis,World Health Organization,https://www.who.int/health-topics/hepatitis,Public,2026-01-26,"HAV and HEV are most common in low- and middle-income countries due to reduced access to clean and safe water sources and the increased risk of contaminated food. A safe and effective vaccine is available to prevent HAV and HEV infections. Most HAV and HEV infections are mild, with the majority of people recovering fully and developing immunity to further infection. However, these infections can also be severe and life threatening due to the risk of liver failure. Fact sheets Hepatitis A Hepatitis B Hepatitis C Hepatitis D Hepatitis E Immunization coverage Questions and answers What is hepatitis? Severe acute hepatitis of unknown cause in children Preventing mother-to-child transmission of the hepatitis B virus Guidelines Guidelines on hepatitis Databases and tools Global reporting system for hepatitis Viral hepatitis country profiles Disease outbreak news Acute hepatitis of unknown aetiology Resolutions and decisions Global health sector strategies on, respectively, HIV, viral hepatitis and sexually transmitted infections, for the period 2022–2030 (WHA75.20) WHA67.6: hepatitis WHA63.18: viral hepatitis Technical work Global Hepatitis Programme",guidelines
who_rabies_01,Rabies,World Health Organization,https://www.who.int/health-topics/rabies,Public,2026-01-26,"WHO Health Topic: Rabies Overview: Rabies is a viral zoonotic disease that causes progressive and fatal inflammation of the brain and spinal cord. Clinically, it has two forms: Furious rabies – characterized by hyperactivity and hallucinations. Paralytic rabies – characterized by paralysis and coma. Although fatal once clinical signs appear, rabies is entirely avoidable; vaccines, medicines and technologies have long been available to prevent death from rabies. Nevertheless, rabies still kills tens of thousands of people each year. Of these cases, approximately 99% are acquired from the bite of an infected dog. Dog-mediated human rabies can be eliminated by tackling the disease at its source: infected dogs. Making people aware of how to avoid the bites of rabid dogs, to seek treatment when bitten and to vaccinate animals can successfully disrupt the rabies transmission cycle. Rabies is estimated to cause 59 000 human deaths annually in over 150 countries, with 95% of cases occurring in Africa and Asia. Due to underreporting and uncertain estimates, this number is likely a gross underestimate. The burden of disease is disproportionally borne by rural poor populations, with approximately half of cases attributable to children under 15 years of age. Symptoms Early symptoms of a rabies infection can include a fever with pain and unusual or unexplained tingling, pricking or burning sensation (paraesthesia) at the wound site. In later states, the virus spreads to the central nervous system, causing fatal inflammation of the brain and spinal cord. The incubation period of the disease can vary from 1 week to 1 year, though it is typically 2–3 months. The two types of rabies show different symptoms. Furious rabies causes signs of hyperactivity, excitable behaviour, hydrophobia (fear of water) and sometimes aerophobia (fear of drafts or of fresh air). Death occurs after a few days due to cardio-respiratory arrest.",guidelines
who_rabies_02,Rabies,World Health Organization,https://www.who.int/health-topics/rabies,Public,2026-01-26,"Paralytic rabies, which accounts for about 20% of the total number of human cases, runs a less dramatic and usually longer course than the furious form. Muscles gradually become paralysed, starting at the site of the bite or scratch. A coma slowly develops and eventually death occurs. The paralytic form of rabies is often misdiagnosed, contributing to the under-reporting of the disease. Treatment Vaccinating dogs is the most cost-effective strategy for preventing rabies in people, and human rabies vaccines exist for pre-exposure immunization. If you are bitten or scratched by an animal, particularly a dog: Wash the wound immediately with soap or detergent. Flush the wound thoroughly for about 15 minutes with copious amounts of water. Apply an iodine-containing or anti-viral medication to the wound 15 minutes after it has been washed and flushed. Avoid applying irritants to the wounds such as chili powder, plant juices, acids and alkalis. Avoid covering the wound with dressings or bandages. Seek transportation to a health care facility for further assessment and treatment by a healthcare professional. If possible, safely confine the biting animal and collect information on it and the bite circumstance to provide to the health care professional and public health officer. Keep the biting animal confined and under observation for 10 days. WHO continues to promote human rabies prevention through the elimination of rabies in dogs, dog bite prevention strategies, and more widespread use of the intradermal route for post-exposure prophylaxis, which reduces volume and therefore the cost of cell-cultured vaccine by 60% to 80%.",guidelines
who_rabies_03,Rabies,World Health Organization,https://www.who.int/health-topics/rabies,Public,2026-01-26,Fact sheets Rabies Questions and answers FAQs on rabies for general public FAQs on rabies for clinicians Databases and tools Global Health Observatory (GHO) data World Animal Health Information Database (WAHIS) Resolutions and decisions Rabies 1950 | WHA3.20 Rage 1950 | WHA3.20 World Rabies Day World Rabies Day | 28 th September Training Rabies & One Health: From basics to cross-sectoral action to stop human rabies deaths Technical work Control of Neglected Tropical Diseases,guidelines
who_measles_01,Measles,World Health Organization,https://www.who.int/health-topics/measles,Public,2026-01-26,"WHO Health Topic: Measles Overview: Measles is a highly contagious viral disease. It remains an important cause of death among young children globally, despite the availability of a safe and effective vaccine. While vaccination has prevented an estimated 59 million deaths between 2000–2024, measles is still common in many low-income countries, particularly in parts of Africa and Asia. An estimated 95 000 people died from measles in 2024. The overwhelming majority (",guidelines
who_pneumonia_01,Pneumonia,World Health Organization,https://www.who.int/health-topics/pneumonia,Public,2026-01-26,"WHO Health Topic: Pneumonia Overview: Pneumonia is a form of acute respiratory infection that is most commonly caused by viruses or bacteria. It can cause mild to life-threatening illness in people of all ages, however it is the single largest infectious cause of death in children worldwide. Pneumonia killed",guidelines
who_chronic_respiratory_diseases_01,Chronic Respiratory Diseases,World Health Organization,https://www.who.int/health-topics/chronic-respiratory-diseases,Public,2026-01-26,"WHO Health Topic: Chronic Respiratory Diseases Overview: Chronic respiratory diseases (CRDs) affect the airways and other structures of the lungs. Some of the most common are chronic obstructive pulmonary disease (COPD), asthma, occupational lung diseases and pulmonary hypertension. In addition to tobacco smoke, other risk factors include air pollution, occupational chemicals and dusts, and frequent lower respiratory infections during childhood. CRDs are not curable; however, various forms of treatment that help open the air passages and improve shortness of breath can help control symptoms and improve daily life for people living with these conditions. The WHO Global Alliance against CRDs (GARD) vision is “a world in which all people breathe freely”. GARD focuses on the needs of people with CRDs in low- and middle-income countries. The aim of the WHO Chronic Respiratory Diseases Programme is to support Member States in their efforts to reduce the toll of morbidity, disability and premature mortality related to chronic respiratory diseases, specifically asthma and chronic obstructive pulmonary disease. Symptoms The two most common chronic respiratory diseases are asthma and chronic obstructive pulmonary disease (COPD). These both affect the airways in the lungs. Asthma is characterized by recurrent attacks of breathlessness and wheezing due to airway narrowing, which vary in severity and frequency from person to person. Symptoms may occur several times in a day or week in affected individuals, and for some people become worse during physical activity or at night. Asthma is the most common chronic disease among children. In asthma, the airway obstruction is reversible with inhaled medicines, but in COPD it is mostly fixed. COPD only affects adults and usually becomes worse with time. The most common symptoms of COPD are breathlessness or a need for air, sputum production and a chronic cough.",guidelines
who_chronic_respiratory_diseases_02,Chronic Respiratory Diseases,World Health Organization,https://www.who.int/health-topics/chronic-respiratory-diseases,Public,2026-01-26,"Risk factors for chronic respiratory diseases include tobacco smoking (including second-hand smoke), air pollution, allergens and occupational risks. Outdoor air pollution and indoor air pollution (often caused by cooking with solid fuels) are also common causes. Asthma and COPD may be prevented by reducing or avoiding exposure to these risk factors. Treatments Neither asthma nor chronic obstructive pulmonary disease (COPD) can be cured but treatment can reduce symptoms, prevent deterioration and improve daily life. During attacks of breathlessness caused by airway narrowing, inhaled medicines (bronchodilators) can open the airways and relieve symptoms. If untreated, severe attacks can lead to death. Appropriate management of asthma with inhaled corticosteroid medicine can control the progression of the disease and reduce deaths. Long-term treatment is required for people with persistent symptoms and exposures which trigger symptoms (e.g. smoke, fumes, dust, grass and tree pollen, animal fur and feathers) should be avoided. Chronic obstructive pulmonary disease is confirmed by a spirometry test, which measures how much and how quickly a person can blow air out of their lungs. Symptoms can be treated through medical and physical treatments; however, with COPD in people who smoke tobacco, the most effective treatment available is to stop smoking. This can slow down the progression of the disease and decrease COPD-related deaths. In specific cases, people may benefit from using inhaled corticosteroid medicines. Fact sheets Asthma Chronic obstructive pulmonary disease (COPD) Ambient (outdoor) air pollution Household air pollution Questions and answers What is pulmonary hypertension? What is bronchiectasis? What is obstructive sleep apnoea syndrome?",guidelines
who_chronic_respiratory_diseases_03,Chronic Respiratory Diseases,World Health Organization,https://www.who.int/health-topics/chronic-respiratory-diseases,Public,2026-01-26,"Initiatives and Groups Global Alliance against Chronic Respiratory Diseases (GARD) Resolutions and decisions Preparation for the third High-level meeting of the General Assembly on the prevention and control of NCDs (WHA71.2) Prevention and control of NCDs: implementation of the global strategy (WHA61.14) Respiratory diseases (WHA32.33) Technical work Noncommunicable diseases, rehabilitation and disability",guidelines
who_cardiovascular_diseases_01,Cardiovascular Diseases,World Health Organization,https://www.who.int/health-topics/cardiovascular-diseases,Public,2026-01-26,"WHO Health Topic: Cardiovascular Diseases Overview: Cardiovascular diseases (CVDs) are the leading cause of death globally, taking an estimated 17.9 million lives each year. CVDs are a group of disorders of the heart and blood vessels and include coronary heart disease, cerebrovascular disease, rheumatic heart disease and other conditions.",guidelines
who_hypertension_01,Hypertension,World Health Organization,https://www.who.int/health-topics/hypertension,Public,2026-01-26,"WHO Health Topic: Hypertension Overview: Hypertension, also known as high or raised blood pressure, is a condition in which the blood vessels have persistently raised pressure. Blood is carried from the heart to all parts of the body in the vessels. Each time the heart beats, it pumps blood into the vessels. Blood pressure is created by the force of blood pushing against the walls of blood vessels (arteries) as it is pumped by the heart. The higher the pressure, the harder the heart has to pump. Hypertension is a serious medical condition and can increase the risk of heart, brain, kidney and other diseases. It is a silent killer and a major cause of premature death worldwide, with an estimated 1.4 billion people having the condition. The burden of hypertension is felt disproportionately in low- and middle-income countries, where two thirds of cases are found, largely due to increased risk factors in those populations in recent decades. Symptoms Many people with hypertension do not notice symptoms and may be unaware there is a problem. Symptoms can include early morning headaches, nosebleeds, irregular heart rhythms, vision changes, and buzzing in the ears. More severe forms may exhibit fatigue, nausea, vomiting, confusion, anxiety, chest pain, and muscle tremors. If left untreated, hypertension can cause persistent chest pain (also called angina), heart attacks, heart failure, and an irregular heartbeat, which can lead to a sudden death. Hypertension can also cause strokes by blocking or bursting arteries that supply blood and oxygen to the brain, as well as kidney damage, which can lead to kidney failure. High blood pressure causes damage to the heart by hardening arteries and decreasing the flood of blood and oxygen to the heart. Detecting hypertension is done with a quick and painless test of blood pressure. This can be done at home, but a health professional can help assess any risks or associated conditions.",guidelines
who_hypertension_02,Hypertension,World Health Organization,https://www.who.int/health-topics/hypertension,Public,2026-01-26,"Treatment Reducing modifiable risk factors is the best way to prevent hypertension and associated diseases of the heart, brain, kidney and other organs. These factors include unhealthy diets (excessive salt consumption, a diet high in saturated fat and trans fats, low intake of fruits and vegetables), physical inactivity, consumption of tobacco and alcohol, and being overweight or obese. Additionally, prolonged exposure to air pollution increases the risk of hypertension in adults. There are also non-modifiable risk factors, including a family history of hypertension, age over 65 years and co-existing diseases such as diabetes or kidney disease. Avoiding dietary and behavioural risk factors is doubly important for those with unmodifiable or hereditary risk factors. Hypertension can be managed by reducing and managing mental stress, regularly checking blood pressure and consulting with health professionals, treating high blood pressure and managing other medical conditions. Cessation of tobacco use and the harmful use of alcohol, as well as improvements in diet and exercise, can help reduce symptoms and risk factors from hypertension. Fact sheets Hypertension Cardiovascular diseases (CVDs) Initiatives and groups Global Hearts Initiative Technical work Noncommunicable diseases, rehabilitation and disability",guidelines
